faq_no,subject,question,answer,note,date,up_check,print_check,カテゴリ
400,STM32シリーズのオプションバイトの変更は可能ですか,ターゲットの設定,"はい、可能です。
オプションバイトの設定は、設定メニュー &gt; [ターゲットの設定] &gt; [オプション]タブや[プロテクト]タブで行います（CPUにより異なります）。","FP-10_HP_QA38

",2023/01/10 9:49:46,True,True,"オンボード・フラッシュメモリ・プログラマ(FP-40)
オンボード・フラッシュメモリ・プログラマ(FP-10)"
401,EFM32GGの内蔵フラッシュメモリを消去/書き込みするときの電流モードは大か小のどちらを使ってますか,,電流モード大を使っています。電流モード小は未対応です。,FP-10_HP_QA39,2022/12/14 16:34:20,True,True,"オンボード・フラッシュメモリ・プログラマ(FP-40)
オンボード・フラッシュメモリ・プログラマ(FP-10)"
402,ATSAMS70のブート領域に書き込む方法はありますか,,SAMS70の書き込み可能領域は、0x00400000番地からのInternal Flash領域のみとなります。GPNVMのbit1を1に設定してInternal Flash領域を0番地に配置にしている場合は、ファイルのダウンロード・ダイアログにある[オフセット・アドレス]に、0x00400000を設定してください。,FP-10_HP_QA40,2022/12/14 16:48:57,True,True,"オンボード・フラッシュメモリ・プログラマ(FP-40)
オンボード・フラッシュメモリ・プログラマ(FP-10)"
403,修理はどのように申し込めばよいですか,,"当社サポートサイトの【https://www.computex.co.jp/support/repair/index.htm】修理規定ページ【/a】に、修理規定と【https://www.computex.co.jp/support/repair/repair_maintenance.pdf】修理/点検申込み用紙【/a】を掲載しております。
こちらの内容をご確認いただき、修理/点検申込用紙は必要事項をご記入の上、メールにてテクニカルセンタ（support@computex.co.jp）まで、また修理品は下記アドレスまでお送りください。
■修理品発送先
〒605-0846 京都市東山区五条橋東4-432-13 對嵐坊ビル4F
株式会社コンピューテックス
テクニカルセンタ 修理係
TEL：075-551-0373",P-10_HP_QA41を汎用的に変更,2022/12/14 17:02:08,True,True,一般的な質問
404,製品の譲渡や転売はできますか,,"ソフトウェア使用許諾書にあるように、第三者に譲渡、転売、レンタル、リースすることはできません。なお、ソフトウェア使用許諾書は、ソフトウェアのインストール時に表示されます。
※組み込みボードについては、当社営業部までご連絡ください。",P-10_HP_QA42を汎用的に変更,2023/08/30 16:00:24,True,True,一般的な質問
405,XMC1000シリーズでBMIがASC_BSLであっても書き込み可能ですか,,"はい、C-Flashモード/スタンドアロン・モードのどちらでも可能です。
以下の手順をFPが自動的に行います。
１．UART通信によりにBMIをSWD/UMHARに切り替え
２．フラッシュメモリの消去、書き込み
３．BMIの変更（ユーザ指定値へ）
XMC1000シリーズの専用マニュアルがありますので、必要な方は当社営業部まで【https://www.computex.co.jp/contact/index.htm】お問い合わせ【/a】ください。","FP-10_HP_QA43

",2022/12/21 17:14:46,True,True,"オンボード・フラッシュメモリ・プログラマ(FP-40)
オンボード・フラッシュメモリ・プログラマ(FP-10)"
406,XMC1000シリーズのSWD1は使用可能ですか,,はい、使用可能です。,FP-10_HP_QA44,2022/12/14 17:31:31,True,True,"オンボード・フラッシュメモリ・プログラマ(FP-40)
オンボード・フラッシュメモリ・プログラマ(FP-10)"
407,XMC1000シリーズのSPDインターフェースは使用可能ですか,,対応しておりません。,"FP-10_HP_QA45
",2022/12/21 17:14:58,True,True,"オンボード・フラッシュメモリ・プログラマ(FP-40)
オンボード・フラッシュメモリ・プログラマ(FP-10)"
408,FP-10からFP-10(model PS)に移行するときに注意する点はありますか,,基本的には互換を保っているので、そのままご使用いただけます。ただし、JTAG/SWDのGND信号については注意事項がありますので、説明書「【https://www.computex.co.jp/webreg/Members/vi?fl=pdf/manual/fp/about_fp10_modelps.pdf】FP-10(model PS)について【/a】」(PDF)をご参照ください。,FP-10_HP_QA46,2023/06/26 9:59:03,True,True,"オンボード・フラッシュメモリ・プログラマ(FP-40)
オンボード・フラッシュメモリ・プログラマ(FP-10)"
409,Silicon Laboratories ZGM130SのQRコードに対応していますか,,対応しています。フラッシュメモリの書き込み機能に加えて、QRコードへの対応も含まれています。ZGM130Sを使用するためには、オプション・ライブラリの「SL00-CPULIB/FP10」が必要となります。詳細については当社営業部まで【https://www.computex.co.jp/contact/index.htm】お問い合わせ【/a】ください。,FP-10_HP_QA47,2022/12/15 9:27:29,True,True,"オンボード・フラッシュメモリ・プログラマ(FP-40)
オンボード・フラッシュメモリ・プログラマ(FP-10)"
410,担当者が変わったり社名変更のときはどうすれば良いですか,"ユーザ・サポート登録変更申し込み
ライセンス内容の変更
登録の変更",ホームページの【https://www.computex.co.jp/support/sp/sp_change.htm】ユーザ・サポート登録変更申し込み【/a】ページで、変更内容をお知らせください。,,2023/03/15 10:50:06,True,True,一般的な質問
411,ユーザ・サポート制度の加入を途中で止めた場合、製品自体も使用できなくなるのでしょうか,,"■PALMiCE、CodeRecorder、C-Sharkの場合
サポート期間を更新しない場合でも、サポート期間内にリリースされたバージョンでのご利用は可能です。ただし、サポート期間が終了すると、最新版のソフトウェアが使用できなくなりサポートも受けられなくなるので、更新されることをお勧めします。
■FP-40、FP-30の場合
サポート期間が終了した場合でもご利用可能ですし、最新バージョンのソフトウェアもご使用いただけます。ただし、サポート期間終了後に対応したデバイスの書き込みはできません。詳しくはFAQ 【https://www.computex.co.jp/support/faq/Members/qa?no=386】No.000386【/a】をご参照ください。","機種依存アリ
2025/05/09：FP-40を追加",2025/07/08 16:14:17,True,True,"JTAGエミュレータ(ARM系)
JTAGエミュレータ(SH・RX・H8S系)
動的テストツール(CodeRecorder)
オンボード・フラッシュメモリ・プログラマ(FP-40)
SPIフラッシュ専用プログラマ(FP-30)
Linuxアプリケーション・デバッガ(C-Shark)"
412,起動や動作途中にエラーが発生したり不安定になることがある,,"JTAGエミュレータとターゲット・システム間の信号にノイズがのっていたり、付属の標準ケーブルではなく自作ケーブルや変換基板を使用している(*1)場合、またそのケーブルが長い場合、JTAGエミュレータの動作不安定につながる要因となります。ケーブル長を短くし、GNDをしっかりとるなどのノイズ対策を行なってください。また、通信クロックを低速にすると改善する場合があります。
*1：自作ケーブル、延長ケーブル、変換基板などを使用したターゲットとの接続は動作サポート対象外となります。",,2022/12/21 16:44:37,True,True,"JTAGエミュレータ(ARM系)
JTAGエミュレータ(SH・RX・H8S系)"
